@RELATION taxi

@ATTRIBUTE xValue REAL
@ATTRIBUTE yValue REAL

@DATA
29980.416, 33490.377
29963.511, 33472.586
29944.9, 33457.019
29932.133, 33465.915
29916.762, 33489.265
29898.023, 33505.945
29880.123, 33524.848
29867.317, 33543.751
29885.088, 33557.094
29907.965, 33567.102
29928.349, 33563.766
29945.395, 33545.975
29959.899, 33527.072
29974.399, 33509.281
29993.17, 33484.818
30009.376, 33464.803
30036.657, 33434.78
30036.737, 33414.765
30017.281, 33398.086
29990.986, 33393.638
29978.202, 33406.981
29966.248, 33424.772
29955.147, 33441.452
29947.437, 33459.243
29963.507, 33473.698
29978.723, 33489.265
29976.937, 33511.504
29964.121, 33532.631
29947.968, 33539.303
29931.041, 33527.072
29914.958, 33515.952
29923.442, 33517.064
29938.662, 33531.52
29954.798, 33529.296
29966.747, 33512.616
29978.696, 33495.937
29961.8, 33475.922
29945.753, 33455.907
29931.302, 33461.467
29920.197, 33479.258
29915.971, 33474.81
29918.53, 33471.474
29925.259, 33487.042
29912.461, 33503.721
29900.512, 33520.4
29885.181, 33533.743
